query	reference	pident	alnlen	qstart	qend	rstart	rend	nt_match	nt_mismatch
NC_025457.alt1	NC_025457.alt2	89.8058	206	36368	36573	56800	57005	185	21
NC_025457.alt1	NC_025457.alt2	95.5882	204	11797	12000	19612	19815	195	9
NC_025457.alt1	NC_025457.alt2	87.1287	202	28888	29089	45295	45496	176	26
NC_025457.alt1	NC_025457.alt2	87.3737	198	785	982	1431	1628	173	25
NC_025457.alt1	NC_025457.alt2	98.4772	197	3847	4043	5915	6111	194	3
NC_025457.alt1	NC_025457.alt2	84.6939	196	32684	32879	50723	50928	166	30
NC_025457.alt1	NC_025457.alt2	88.9474	190	13088	13277	21163	21372	169	21
NC_025457.alt1	NC_025457.alt2	98.9189	185	29649	29833	8315	8499	183	2
NC_025457.alt1	NC_025457.alt2	89.7297	185	30612	30796	48014	48198	166	19
NC_025457.alt1	NC_025457.alt2	98.9071	183	35698	35880	55552	55734	181	2
NC_025457.alt1	NC_025457.alt2	87.9121	182	23663	23844	38046	38227	160	22
NC_025457.alt1	NC_025457.alt2	89.5604	182	36060	36241	56513	56694	163	19
NC_025457.alt1	NC_025457.alt2	88.5057	174	10286	10459	16550	16723	154	20
NC_025457.alt1	NC_025457.alt2	97.1264	174	37693	37866	58900	59088	169	5
NC_025457.alt1	NC_025457.alt2	87.2832	173	14136	14308	22485	22668	151	22
NC_025457.alt1	NC_025457.alt2	94.7674	172	22104	22275	35361	35532	163	9
NC_025457.alt1	NC_025457.alt2	94.7674	172	34195	34366	53701	53889	163	9
NC_025457.alt1	NC_025457.alt2	98.2456	171	35137	35307	54845	55015	168	3
NC_025457.alt1	NC_025457.alt2	85.2941	170	15240	15409	24586	24755	145	25
NC_025457.alt1	NC_025457.alt2	85.8824	170	24146	24315	38614	38783	146	24
NC_025457.alt1	NC_025457.alt2	1e+02	169	37332	37500	47627	47795	169	0
NC_025457.alt1	NC_025457.alt2	90.4192	167	13817	13983	22123	22313	151	16
NC_025457.alt1	NC_025457.alt2	84.3373	166	4447	4612	7488	7653	140	26
NC_025457.alt1	NC_025457.alt2	87.8788	165	21306	21470	34360	34524	145	20
NC_025457.alt1	NC_025457.alt2	92.1212	165	25583	25747	40243	40407	152	13
NC_025457.alt1	NC_025457.alt2	91.3580	162	389	550	581	742	148	14
NC_025457.alt1	NC_025457.alt2	86.4198	162	10460	10621	16845	17006	140	22
NC_025457.alt1	NC_025457.alt2	91.7722	158	20139	20296	32427	32584	145	13
NC_025457.alt1	NC_025457.alt2	87.0968	155	17845	17999	29168	29322	135	20
NC_025457.alt1	NC_025457.alt2	90.9091	154	1619	1772	2318	2471	140	14
NC_025457.alt1	NC_025457.alt2	98.7013	154	2807	2960	63631	63784	152	2
NC_025457.alt1	NC_025457.alt2	90.2597	154	9692	9845	15132	15285	139	15
NC_025457.alt1	NC_025457.alt2	96.0784	153	1109	1261	1930	2082	147	6
NC_025457.alt1	NC_025457.alt2	93.4641	153	30931	31083	48470	48622	143	10
NC_025457.alt1	NC_025457.alt2	97.3684	152	20666	20817	33405	33556	148	4
NC_025457.alt1	NC_025457.alt2	97.3510	151	14680	14830	23129	23279	147	4
NC_025457.alt1	NC_025457.alt2	91.3333	150	25984	26133	40768	40917	137	13
NC_025457.alt1	NC_025457.alt2	90.6667	150	38320	38469	60312	60461	136	14
NC_025457.alt1	NC_025457.alt2	88.5906	149	28007	28155	44112	44294	132	17
NC_025457.alt1	NC_025457.alt2	91.8919	148	30325	30472	47293	47478	136	12
NC_025457.alt1	NC_025457.alt2	97.2973	148	38470	38617	60515	60662	144	4
NC_025457.alt1	NC_025457.alt2	87.6712	146	31203	31348	48622	48787	128	18
NC_025457.alt1	NC_025457.alt2	90.4110	146	38172	38317	60095	60240	132	14
NC_025457.alt1	NC_025457.alt2	89.4366	142	5402	5543	8505	8646	127	15
NC_025457.alt1	NC_025457.alt2	91.4894	141	1774	1914	2592	2732	129	12
NC_025457.alt1	NC_025457.alt2	89.2857	140	1	140	1	140	125	15
NC_025457.alt1	NC_025457.alt2	89.2086	139	24005	24143	38380	38518	124	15
NC_025457.alt1	NC_025457.alt2	84.5588	136	14967	15102	24452	24587	115	21
NC_025457.alt1	NC_025457.alt2	88.8889	135	2079	2213	2860	2994	120	15
NC_025457.alt1	NC_025457.alt2	85.9259	135	24553	24687	39266	39400	116	19
NC_025457.alt1	NC_025457.alt2	87.3134	134	22548	22681	36002	35869	117	17
NC_025457.alt1	NC_025457.alt2	97.0149	134	26383	26516	41145	41278	130	4
NC_025457.alt1	NC_025457.alt2	90.2256	133	30798	30930	48417	48549	120	13
NC_025457.alt1	NC_025457.alt2	87.7863	131	2336	2466	3461	3591	115	16
NC_025457.alt1	NC_025457.alt2	85.3846	130	4613	4742	7530	7659	111	19
NC_025457.alt1	NC_025457.alt2	90.6977	129	37874	38002	59217	59345	117	12
NC_025457.alt1	NC_025457.alt2	91.4063	128	24810	24937	39523	39689	117	11
NC_025457.alt1	NC_025457.alt2	87.4016	127	655	781	1100	1226	111	16
NC_025457.alt1	NC_025457.alt2	86.4	125	27882	28006	43858	44000	108	17
NC_025457.alt1	NC_025457.alt2	88.7097	124	5641	5764	9121	9244	110	14
NC_025457.alt1	NC_025457.alt2	87.8049	123	9566	9688	14908	15030	108	15
NC_025457.alt1	NC_025457.alt2	99.1870	123	26725	26847	41278	41400	122	1
NC_025457.alt1	NC_025457.alt2	86.6667	120	2214	2333	3137	3256	104	16
NC_025457.alt1	NC_025457.alt2	1e+02	119	24688	24806	39518	39400	119	0
NC_025457.alt1	NC_025457.alt2	1e+02	119	31084	31202	17903	18021	119	0
NC_025457.alt1	NC_025457.alt2	1e+02	119	32965	33083	51836	51954	119	0
NC_025457.alt1	NC_025457.alt2	87.2881	118	17727	17844	28815	28932	103	15
NC_025457.alt1	NC_025457.alt2	87.1795	117	9071	9187	14644	14760	102	15
NC_025457.alt1	NC_025457.alt2	91.4530	117	25849	25965	40768	40884	107	10
NC_025457.alt1	NC_025457.alt2	98.2759	116	21972	22087	23900	23785	114	2
NC_025457.alt1	NC_025457.alt2	99.1379	116	27766	27881	43657	43772	115	1
NC_025457.alt1	NC_025457.alt2	90.2655	113	20872	20984	34161	34273	102	11
NC_025457.alt1	NC_025457.alt2	88.3929	112	30477	30588	47504	47615	99	13
NC_025457.alt1	NC_025457.alt2	91.9643	112	38055	38166	59836	59947	103	9
NC_025457.alt1	NC_025457.alt2	99.0991	111	12132	12242	20004	20114	110	1
NC_025457.alt1	NC_025457.alt2	88.0734	109	27323	27431	42384	42492	96	13
NC_025457.alt1	NC_025457.alt2	89.7196	107	4340	4446	7484	7378	96	11
NC_025457.alt1	NC_025457.alt2	94.3925	107	8371	8477	12287	12393	101	6
NC_025457.alt1	NC_025457.alt2	86.7925	106	23481	23586	37013	37118	92	14
NC_025457.alt1	NC_025457.alt2	88.5714	105	5294	5398	8200	8313	93	12
NC_025457.alt1	NC_025457.alt2	92.3810	105	6549	6653	10429	10533	97	8
NC_025457.alt1	NC_025457.alt2	88.5714	105	9980	10084	15797	15901	93	12
NC_025457.alt1	NC_025457.alt2	98.0952	105	38618	38722	61363	61259	103	2
NC_025457.alt1	NC_025457.alt2	92.3077	104	37589	37692	58897	58794	96	8
NC_025457.alt1	NC_025457.alt2	91.2621	103	12724	12826	20894	20996	94	9
NC_025457.alt1	NC_025457.alt2	93.1373	102	8506	8607	13101	13202	95	7
NC_025457.alt1	NC_025457.alt2	92.1569	102	32071	32172	33401	33265	94	8
NC_025457.alt1	NC_025457.alt2	92.1569	102	32226	32327	33401	33265	94	8
NC_025457.alt1	NC_025457.alt2	89.1089	101	6390	6490	10324	10424	90	11
NC_025457.alt1	NC_025457.alt2	92.0792	101	10624	10724	17387	17510	93	8
NC_025457.alt1	NC_025457.alt2	1e+02	101	21473	21573	34627	34527	101	0
NC_025457.alt1	NC_025457.alt2	9e+01	100	28422	28521	45023	45122	90	10
NC_025457.alt1	NC_025457.alt2	67	100	40829	40928	63882	63988	67	33
NC_025457.alt1	NC_025457.alt2	77.7778	99	16234	16332	26147	26254	77	22
NC_025457.alt1	NC_025457.alt2	88.7755	98	551	648	905	1002	87	11
NC_025457.alt1	NC_025457.alt2	88.6598	97	10866	10962	18330	18426	86	11
NC_025457.alt1	NC_025457.alt2	89.6907	97	31972	32068	49454	49550	87	10
NC_025457.alt1	NC_025457.alt2	91.6667	96	1262	1357	2180	2302	88	8
NC_025457.alt1	NC_025457.alt2	91.6667	96	5544	5639	8882	8977	88	8
NC_025457.alt1	NC_025457.alt2	88.5417	96	35964	36059	56264	56359	85	11
NC_025457.alt1	NC_025457.alt2	98.9362	94	18000	18093	54197	54104	93	1
NC_025457.alt1	NC_025457.alt2	89.3617	94	36656	36749	57840	57933	84	10
NC_025457.alt1	NC_025457.alt2	88.2979	94	40929	41022	63920	64013	83	11
NC_025457.alt1	NC_025457.alt2	94.6237	93	17634	17726	28614	28706	88	5
NC_025457.alt1	NC_025457.alt2	92.4731	93	36753	36845	58123	58215	86	7
NC_025457.alt1	NC_025457.alt2	90.2174	92	8611	8702	13336	13427	83	9
NC_025457.alt1	NC_025457.alt2	1e+02	91	37241	37331	47617	47707	91	0
NC_025457.alt1	NC_025457.alt2	92.2222	90	4174	4263	6699	6788	83	7
NC_025457.alt1	NC_025457.alt2	88.7640	89	1019	1107	1631	1719	79	10
NC_025457.alt1	NC_025457.alt2	91.9540	87	6895	6981	10905	10991	80	7
NC_025457.alt1	NC_025457.alt2	85.0575	87	23845	23931	38261	38347	74	13
NC_025457.alt1	NC_025457.alt2	87.3563	87	27654	27740	43000	43086	76	11
NC_025457.alt1	NC_025457.alt2	91.9540	87	36846	36932	58336	58422	80	7
NC_025457.alt1	NC_025457.alt2	98.8506	87	37501	37587	58767	58681	86	1
NC_025457.alt1	NC_025457.alt2	86.2069	87	40532	40618	63630	63544	75	12
NC_025457.alt1	NC_025457.alt2	87.2093	86	10780	10865	18022	18107	75	11
NC_025457.alt1	NC_025457.alt2	1e+02	86	11594	11679	45663	45748	86	0
NC_025457.alt1	NC_025457.alt2	88.3721	86	20577	20662	33233	33318	76	10
NC_025457.alt1	NC_025457.alt2	83.7209	86	40624	40709	63807	63892	72	14
NC_025457.alt1	NC_025457.alt2	89.2857	84	14596	14679	14126	14043	75	9
NC_025457.alt1	NC_025457.alt2	1e+02	84	23311	23394	36752	36669	84	0
NC_025457.alt1	NC_025457.alt2	90.3614	83	25755	25837	40474	40373	75	8
NC_025457.alt1	NC_025457.alt2	89.1566	83	39106	39188	62417	62499	74	9
NC_025457.alt1	NC_025457.alt2	86.5854	82	18096	18177	29325	29406	71	11
NC_025457.alt1	NC_025457.alt2	91.3580	81	36575	36655	57700	57780	74	7
NC_025457.alt1	NC_025457.alt2	93.75	80	7049	7128	10990	11069	75	5
NC_025457.alt1	NC_025457.alt2	86.25	80	13990	14069	22405	22484	69	11
NC_025457.alt1	NC_025457.alt2	89.8734	79	23398	23476	36758	36836	71	8
NC_025457.alt1	NC_025457.alt2	1e+02	79	32368	32446	49933	49855	79	0
NC_025457.alt1	NC_025457.alt2	88.1579	76	18442	18517	30039	30114	67	9
NC_025457.alt1	NC_025457.alt2	91.7808	73	4267	4339	7308	7380	67	6
NC_025457.alt1	NC_025457.alt2	89.0411	73	11680	11752	19063	19135	65	8
NC_025457.alt1	NC_025457.alt2	80.8219	73	19257	19329	31393	31465	59	14
NC_025457.alt1	NC_025457.alt2	90.2778	72	30006	30077	47082	47153	65	7
NC_025457.alt1	NC_025457.alt2	88.7324	71	34124	34194	53395	53465	63	8
NC_025457.alt1	NC_025457.alt2	94.3662	71	36242	36312	56800	56870	67	4
NC_025457.alt1	NC_025457.alt2	89.7059	68	9907	9974	15633	15700	61	7
NC_025457.alt1	NC_025457.alt2	89.5522	67	11478	11544	18996	19062	60	7
NC_025457.alt1	NC_025457.alt2	95.4545	66	39474	39539	62608	62673	63	3
NC_025457.alt1	NC_025457.alt2	93.8462	65	3372	3436	4801	4865	61	4
NC_025457.alt1	NC_025457.alt2	87.6923	65	32882	32946	51327	51391	57	8
NC_025457.alt1	NC_025457.alt2	85.7143	63	15801	15863	25219	25157	54	9
NC_025457.alt1	NC_025457.alt2	88.5246	61	29425	29485	46343	46403	54	7
NC_025457.alt1	NC_025457.alt2	88.1356	59	23587	23645	37623	37681	52	7
NC_025457.alt1	NC_025457.alt2	1e+02	59	24938	24996	39458	39400	59	0
NC_025457.alt1	NC_025457.alt2	87.9310	58	9849	9906	15459	15516	51	7
NC_025457.alt1	NC_025457.alt2	96.4912	57	2961	3017	4197	4253	55	2
NC_025457.alt1	NC_025457.alt2	89.4737	57	22706	22762	36125	36213	51	6
NC_025457.alt1	NC_025457.alt2	96.4912	57	28309	28365	44381	44437	55	2
NC_025457.alt1	NC_025457.alt2	94.7368	57	35883	35939	55893	55949	54	3
NC_025457.alt1	NC_025457.alt2	91.0714	56	14831	14886	23988	24043	51	5
NC_025457.alt1	NC_025457.alt2	87.5	56	23255	23310	36615	36670	49	7
NC_025457.alt1	NC_025457.alt2	46.4286	56	28191	28246	16177	16222	26	30
NC_025457.alt1	NC_025457.alt2	83.6364	55	10725	10779	17847	17901	46	9
NC_025457.alt1	NC_025457.alt2	87.2727	55	22492	22546	35814	35868	48	7
NC_025457.alt1	NC_025457.alt2	1e+02	55	33137	33191	52202	52148	55	0
NC_025457.alt1	NC_025457.alt2	94.5455	55	33194	33248	52388	52442	52	3
NC_025457.alt1	NC_025457.alt2	85.1852	54	20818	20871	33836	33889	46	8
NC_025457.alt1	NC_025457.alt2	61.1111	54	35644	35697	55903	55950	33	21
NC_025457.alt1	NC_025457.alt2	90.5660	53	10230	10282	16301	16353	48	5
NC_025457.alt1	NC_025457.alt2	96.2264	53	18535	18587	30208	30260	51	2
NC_025457.alt1	NC_025457.alt2	96.2264	53	33084	33136	52065	52117	51	2
NC_025457.alt1	NC_025457.alt2	92.3077	52	28257	28308	44287	44338	48	4
NC_025457.alt1	NC_025457.alt2	90.3846	52	38003	38054	59494	59545	47	5
NC_025457.alt1	NC_025457.alt2	88.2353	51	29834	29884	46651	46701	45	6
NC_025457.alt1	NC_025457.alt2	98.0392	51	32447	32497	50047	50097	50	1
NC_025457.alt1	NC_025457.alt2	89.7959	49	8703	8751	13484	13532	44	5
NC_025457.alt1	NC_025457.alt2	95.9184	49	8754	8802	13672	13746	47	2
NC_025457.alt1	NC_025457.alt2	1e+02	49	11545	11593	45487	45535	49	0
NC_025457.alt1	NC_025457.alt2	83.6735	49	15752	15800	25377	25329	41	8
NC_025457.alt1	NC_025457.alt2	89.7959	49	29885	29933	46831	46879	44	5
NC_025457.alt1	NC_025457.alt2	89.7959	49	32506	32554	50478	50526	44	5
NC_025457.alt1	NC_025457.alt2	93.8776	49	36319	36367	56646	56694	46	3
NC_025457.alt1	NC_025457.alt2	91.6667	48	1915	1962	2796	2847	44	4
NC_025457.alt1	NC_025457.alt2	91.6667	48	13441	13488	21504	21551	44	4
NC_025457.alt1	NC_025457.alt2	52.0833	48	37179	37226	46068	46014	25	23
NC_025457.alt1	NC_025457.alt2	89.3617	47	28372	28418	44805	44851	42	5
NC_025457.alt1	NC_025457.alt2	90.9091	44	25422	25465	40199	40242	40	4
NC_025457.alt1	NC_025457.alt2	88.6364	44	39059	39102	62217	62260	39	5
NC_025457.alt1	NC_025457.alt2	95.4545	44	41023	41066	64121	64164	42	2
NC_025457.alt1	NC_025457.alt2	86.0465	43	3035	3077	4574	4616	37	6
NC_025457.alt1	NC_025457.alt2	83.7209	43	10148	10190	15859	15901	36	7
NC_025457.alt1	NC_025457.alt2	90.6977	43	35308	35350	55168	55210	39	4
NC_025457.alt1	NC_025457.alt2	90.4762	42	8860	8901	13746	13787	38	4
NC_025457.alt1	NC_025457.alt2	60.9756	41	5873	5913	31669	31733	25	16
NC_025457.alt1	NC_025457.alt2	90.2439	41	26335	26375	40926	40966	37	4
NC_025457.alt1	NC_025457.alt2	87.8049	41	29937	29977	47042	47082	36	5
NC_025457.alt1	NC_025457.alt2	72.5	40	9031	9070	35617	35565	29	11
NC_025457.alt1	NC_025457.alt2	9e+01	40	28741	28780	45261	45300	36	4
NC_025457.alt1	NC_025457.alt2	82.0513	39	14887	14925	24142	24180	32	7
NC_025457.alt1	NC_025457.alt2	94.7368	38	32175	32212	49756	49793	36	2
NC_025457.alt1	NC_025457.alt2	94.7368	38	32330	32367	49756	49793	36	2
NC_025457.alt1	NC_025457.alt2	97.2973	37	22763	22799	36303	36339	36	1
NC_025457.alt1	NC_025457.alt2	94.5946	37	39189	39225	62572	62608	35	2
NC_025457.alt1	NC_025457.alt2	1e+02	36	11753	11788	19336	19371	36	0
NC_025457.alt1	NC_025457.alt2	91.6667	36	13781	13816	21896	21931	33	3
NC_025457.alt1	NC_025457.alt2	91.6667	36	15713	15748	25585	25550	33	3
NC_025457.alt1	NC_025457.alt2	94.4444	36	29486	29521	46594	46629	34	2
NC_025457.alt1	NC_025457.alt2	91.4286	35	8982	9016	14238	14272	32	3
NC_025457.alt1	NC_025457.alt2	97.1429	35	10087	10121	16146	16180	34	1
NC_025457.alt1	NC_025457.alt2	97.1429	35	10193	10227	16146	16180	34	1
NC_010807.alt1	NC_010807.ref	99.8399	7494	24883	32376	24883	32376	7482	12
NC_010807.alt1	NC_010807.ref	99.7003	6339	32477	38815	32477	38815	6320	19
NC_010807.alt1	NC_010807.ref	99.7788	5426	19340	24765	19340	24765	5414	12
NC_010807.alt1	NC_010807.ref	99.4305	3336	6895	10230	7521	10856	3317	19
NC_010807.alt1	NC_010807.ref	99.8184	2753	11551	14303	12113	14865	2748	5
NC_010807.alt1	NC_010807.ref	99.7668	2573	2629	5201	3255	5827	2567	6
NC_010807.alt1	NC_010807.ref	99.7616	2097	15678	17774	15794	17890	2092	5
NC_010807.alt1	NC_010807.ref	99.7076	2052	577	2628	1023	3074	2046	6
NC_010807.alt1	NC_010807.ref	99.5918	1470	5323	6792	5949	7418	1464	6
NC_010807.alt1	NC_010807.ref	99.7039	1351	17874	19224	17990	19340	1347	4
NC_010807.alt1	NC_010807.ref	99.8246	1140	10231	11370	10973	12112	1138	2
NC_010807.alt1	NC_010807.ref	1e+02	928	14588	15515	14866	15793	928	0
NC_010807.alt1	NC_010807.ref	1e+02	468	109	576	393	860	468	0
NC_010807.alt1	NC_010807.ref	1e+02	284	14304	14587	392	109	284	0
NC_010807.alt1	NC_010807.ref	1e+02	180	11371	11550	3075	3254	180	0
NC_010807.alt1	NC_010807.ref	1e+02	162	15516	15677	861	1022	162	0
NC_010807.alt1	NC_010807.ref	1e+02	121	5202	5322	5948	5828	121	0
NC_010807.alt1	NC_010807.ref	98.2906	117	24766	24882	24873	24757	115	2
NC_010807.alt1	NC_010807.ref	1e+02	115	19225	19339	10967	10853	115	0
NC_010807.alt1	NC_010807.ref	99.0741	108	1	108	1	108	107	1
NC_010807.alt1	NC_010807.ref	1e+02	102	6793	6894	7520	7419	102	0
NC_010807.alt1	NC_010807.ref	1e+02	100	32377	32476	32475	32376	100	0
NC_010807.alt1	NC_010807.ref	1e+02	99	17775	17873	17988	17890	99	0
NC_010807.ref	NC_010807.alt3	99.7145	3503	8624	12126	8840	12342	3493	10
NC_010807.ref	NC_010807.alt3	99.7009	3009	29681	32689	29933	32941	3000	9
NC_010807.ref	NC_010807.alt3	99.9015	2031	19781	21811	20102	22132	2029	2
NC_010807.ref	NC_010807.alt3	99.7845	1856	26371	28226	26510	28365	1852	4
NC_010807.ref	NC_010807.alt3	99.7222	1800	15127	16926	15380	17179	1795	5
NC_010807.ref	NC_010807.alt3	99.6339	1639	32690	34328	33173	34811	1633	6
NC_010807.ref	NC_010807.alt3	99.6276	1611	21812	23422	22242	23852	1605	6
NC_010807.ref	NC_010807.alt3	99.8131	1605	983	2587	1401	3005	1602	3
NC_010807.ref	NC_010807.alt3	99.8102	1581	37235	38815	38311	39891	1578	3
NC_010807.ref	NC_010807.alt3	99.7932	1451	16927	18377	17364	18814	1448	3
NC_010807.ref	NC_010807.alt3	99.6942	1308	13819	15126	13872	15179	1304	4
NC_010807.ref	NC_010807.alt3	99.7678	1292	28389	29680	28366	29657	1289	3
NC_010807.ref	NC_010807.alt3	99.76	1250	23586	24835	24209	25458	1247	3
NC_010807.ref	NC_010807.alt3	99.6787	1245	3093	4337	3740	4984	1241	4
NC_010807.ref	NC_010807.alt3	1e+02	1145	4543	5687	4980	6124	1145	0
NC_010807.ref	NC_010807.alt3	1e+02	1051	7573	8623	7651	8701	1051	0
NC_010807.ref	NC_010807.alt3	99.6051	1013	12221	13233	12342	13354	1009	4
NC_010807.ref	NC_010807.alt3	99.2282	907	18378	19284	19025	19931	900	7
NC_010807.ref	NC_010807.alt3	99.3351	752	231	982	447	1198	747	5
NC_010807.ref	NC_010807.alt3	99.7159	704	35582	36285	36380	37083	702	2
NC_010807.ref	NC_010807.alt3	99.8311	592	6769	7360	7059	7650	591	1
NC_010807.ref	NC_010807.alt3	99.8205	557	25112	25668	25458	26014	556	1
NC_010807.ref	NC_010807.alt3	1e+02	520	35062	35581	35648	36167	520	0
NC_010807.ref	NC_010807.alt3	99.7980	495	25778	26272	26015	26509	494	1
NC_010807.ref	NC_010807.alt3	99.7831	461	13358	13818	13368	13828	460	1
NC_010807.ref	NC_010807.alt3	99.5595	454	34329	34782	34910	35363	452	2
NC_010807.ref	NC_010807.alt3	1e+02	426	5805	6230	6127	6552	426	0
NC_010807.ref	NC_010807.alt3	99.75	400	6369	6768	6553	6952	399	1
NC_010807.ref	NC_010807.alt3	99.7290	369	36521	36889	37757	38125	368	1
NC_010807.ref	NC_010807.alt3	1e+02	276	24836	25111	3616	3341	276	0
NC_010807.ref	NC_010807.alt3	1e+02	275	36960	37234	29932	29658	275	0
NC_010807.ref	NC_010807.alt3	1e+02	235	36286	36520	37294	37528	235	0
NC_010807.ref	NC_010807.alt3	1e+02	230	1	230	39662	39891	230	0
NC_010807.ref	NC_010807.alt3	1e+02	218	19285	19502	37539	37756	218	0
NC_010807.ref	NC_010807.alt3	1e+02	212	7361	7572	36379	36168	212	0
NC_010807.ref	NC_010807.alt3	1e+02	205	4338	4542	37287	37083	205	0
NC_010807.ref	NC_010807.alt3	1e+02	200	2893	3092	19014	18815	200	0
NC_010807.ref	NC_010807.alt3	1e+02	174	2588	2761	3168	3341	174	0
NC_010807.ref	NC_010807.alt3	99.4220	173	34783	34955	35475	35647	172	1
NC_010807.ref	NC_010807.alt3	1e+02	172	19503	19674	19922	20093	172	0
NC_010807.ref	NC_010807.alt3	1e+02	163	23423	23585	23948	24110	163	0
NC_010807.ref	NC_010807.alt3	1e+02	162	28227	28388	3005	3166	162	0
NC_010807.ref	NC_010807.alt3	1e+02	138	6231	6368	8839	8702	138	0
NC_010807.ref	NC_010807.alt3	96.9466	131	2762	2892	3619	3749	127	4
NC_010807.ref	NC_010807.alt3	94.3548	124	13234	13357	35363	35486	117	7
NC_010807.ref	NC_010807.alt3	1e+02	115	5688	5802	38239	38125	115	0
NC_010807.ref	NC_010807.alt3	1e+02	109	25669	25777	22241	22133	109	0
NC_010807.ref	NC_010807.alt3	95.2830	106	19675	19780	24111	24216	101	5
NC_010807.ref	NC_010807.alt3	1e+02	106	34956	35061	6953	7058	106	0
NC_010807.ref	NC_010807.alt3	1e+02	98	26273	26370	34812	34909	98	0
NC_010807.ref	NC_010807.alt3	1e+02	94	12127	12220	23854	23947	94	0
NC_010807.ref	NC_010807.alt3	1e+02	70	36890	36959	38241	38310	70	0
NC_010807.alt3	NC_005091.alt1	53.9474	76	16875	16950	20995	21083	41	35
NC_010807.alt3	NC_005091.alt1	56.0606	66	5419	5484	47072	46992	37	29
NC_010807.alt3	NC_005091.alt1	58.0645	62	21276	21337	48646	48573	36	26
NC_010807.alt3	NC_005091.alt1	44.2623	61	28196	28256	30289	30333	27	34
NC_010807.alt3	NC_005091.alt1	53.3333	60	11651	11710	48876	48816	32	28
NC_010807.alt3	NC_005091.alt1	50.8772	57	30207	30263	33626	33585	29	28
NC_010807.alt3	NC_005091.alt1	48.2143	56	2923	2978	56071	56115	27	29
NC_010807.alt3	NC_005091.alt1	46.4286	56	23809	23864	24427	24520	26	30
NC_010807.alt3	NC_005091.alt1	41.8182	55	20036	20090	42914	42871	23	32
NC_010807.alt3	NC_005091.alt1	46.2963	54	18703	18756	45995	45952	25	29
NC_010807.alt3	NC_005091.alt1	66.6667	54	30759	30812	38458	38518	36	18
NC_010807.alt3	NC_005091.alt1	5e+01	54	31498	31551	54027	53985	27	27
NC_010807.alt3	NC_005091.alt1	66.0377	53	28519	28571	17715	17792	35	18
NC_010807.alt3	NC_005091.alt1	47.1698	53	39395	39447	6608	6667	25	28
NC_010807.alt3	NC_005091.alt1	60.7843	51	19544	19594	39815	39776	31	20
NC_010807.alt3	NC_005091.alt1	66.6667	51	24437	24487	15290	15331	34	17
NC_010807.alt3	NC_005091.alt1	56	50	3337	3386	54877	54831	28	22
NC_010807.alt3	NC_005091.alt1	6e+01	50	15907	15956	43569	43492	30	20
NC_010807.alt3	NC_005091.alt1	63.2653	49	10244	10292	4343	4300	31	18
NC_010807.alt3	NC_005091.alt1	55.1020	49	14656	14704	32778	32821	27	22
NC_010807.alt3	NC_005091.alt1	55.3191	47	17547	17593	37027	36993	26	21
NC_010807.alt3	NC_005091.alt1	59.5745	47	17612	17658	9546	9461	28	19
NC_010807.alt3	NC_005091.alt1	6e+01	45	12384	12428	54804	54875	27	18
NC_010807.alt3	NC_005091.alt1	65.9091	44	28643	28686	47882	47963	29	15
NC_010807.alt3	NC_005091.alt1	60.9756	41	22179	22219	24650	24583	25	16
NC_010807.alt3	NC_005091.alt1	75	40	1379	1418	53164	53229	30	10
NC_010807.alt3	NC_005091.alt1	7e+01	40	14526	14565	8084	8159	28	12
NC_010807.alt3	NC_005091.alt1	51.2821	39	16381	16419	44198	44169	20	19
NC_010807.alt3	NC_005091.alt1	69.2308	39	21453	21491	35656	35612	27	12
NC_010807.alt3	NC_005091.alt1	60.5263	38	21901	21938	29700	29667	23	15
NC_010807.alt3	NC_005091.alt1	67.5676	37	10930	10966	17216	17181	25	12
NC_010807.alt3	NC_005091.alt1	63.8889	36	7415	7450	17975	17919	23	13
NC_010807.alt3	NC_005091.alt1	75	36	11442	11477	35111	35064	27	9
NC_010807.alt3	NC_005091.alt1	66.6667	36	37678	37713	50573	50546	24	12
NC_010807.alt3	NC_005091.alt1	62.8571	35	18496	18530	54412	54378	22	13
NC_010807.alt3	NC_005091.alt1	71.4286	35	24713	24747	26823	26863	25	10
NC_010807.alt3	NC_005091.alt2	47.5728	103	34650	34752	28996	28872	49	54
NC_010807.alt3	NC_005091.alt2	51.6484	91	19104	19194	21819	21884	47	44
NC_010807.alt3	NC_005091.alt2	44.7761	67	23425	23491	23328	23405	30	37
NC_010807.alt3	NC_005091.alt2	50.7692	65	20803	20867	15544	15627	33	32
NC_010807.alt3	NC_005091.alt2	39.0625	64	24970	25033	54994	54939	25	39
NC_010807.alt3	NC_005091.alt2	54.6875	64	35116	35179	61883	61811	35	29
NC_010807.alt3	NC_005091.alt2	6e+01	60	15511	15570	18224	18173	36	24
NC_010807.alt3	NC_005091.alt2	43.1034	58	20032	20089	46652	46605	25	33
NC_010807.alt3	NC_005091.alt2	53.4483	58	36939	36996	48234	48187	31	27
NC_010807.alt3	NC_005091.alt2	53.4483	58	38745	38802	34100	34036	31	27
NC_010807.alt3	NC_005091.alt2	63.1579	57	15660	15716	23007	23079	36	21
NC_010807.alt3	NC_005091.alt2	50.8772	57	30207	30263	36884	36844	29	28
NC_010807.alt3	NC_005091.alt2	46.4286	56	23809	23864	27033	27126	26	30
NC_010807.alt3	NC_005091.alt2	53.7037	54	27890	27943	29212	29168	29	25
